Filename,Cluster
108309 - mappedin.txt,322
100715 - AREM.txt,465
134451 - NaviStone.txt,309
186270 - Corning Museum of Glass.txt,136
136553 - Blue Orange Digital.txt,410
107469 - Giftagram.txt,137
134623 - 100 Percent Pure.txt,215
155470 - Travelnet Solutions.txt,286
232290 - Quadrint.txt,469
166560 - Avo Photonics.txt,167
150232 - X by 2.txt,252
151914 - List Biological Laboratories.txt,255
118034 - Artelys.txt,323
142883 - CaptureRx.txt,19
201102 - Fast Track.txt,98
142705 - Ascendum Solutions.txt,333
170731 - Twin Rivers Technologies.txt,243
209075 - Sam McCauley Chemists.txt,216
119885 - Tedial.txt,42
118798 - Yatta.txt,456
193995 - Romet.txt,165
134621 - Azion.txt,205
139790 - BCM One.txt,383
112415 - JobLogic.txt,458
149757 - The Spice House.txt,104
113595 - Tripleplay.txt,447
127389 - Immeo.txt,13
139724 - The Maze Group.txt,342
110947 - AutoForm Engineering.txt,20
135094 - OHO Interactive.txt,143
120114 - CreditForce.txt,131
210709 - NDA Regulatory Service GmbH.txt,108
200299 - Threat Tec.txt,401
192187 - Canadian Credit Union Association.txt,102
164739 - MASV.io.txt,374
186270 - Corning Museum of Glass.txt,136
215854 - Sereneo.txt,454
111301 - Ascendance Flight Technologies.txt,269
129497 - Maropost.txt,39
129686 - San Diego Padres.txt,257
190767 - DLZP Group.txt,134
223442 - ethcon.txt,87
112892 - TenForce.txt,76
152433 - Boeing Intelligence & Analytics.txt,327
21266 - Clym.txt,155
225397 - wegewerk.txt,79
129016 - AccuWeather.txt,380
160386 - Infiltrator Water Technologies.txt,231
138185 - Azazie.txt,222
105144 - Edgewise Therapeutics.txt,172
117090 - Actonomy.txt,126
252187 - Source 360.txt,341
213202 - Fast2.txt,38
23518 - Calipsa.txt,105
119784 - Calcasa.txt,218
115862 - Amido AB.txt,46
119214 - EBP.txt,463
129386 - TheVentureCity Growth Accelerator.txt,449
135913 - Alaka'i.txt,63
119784 - Calcasa.txt,218
12345 - contextflow.txt,83
110862 - zkipster.txt,229
108724 - Relay.txt,477
143774 - Quartet FS.txt,1
156878 - Prospect 33.txt,176
16310 - Sim&Cure.txt,420
168149 - Bioinformatics Solutions Inc.txt,110
153703 - Policy Reporter.txt,170
114188 - PeopleCert.txt,246
190156 - SynGlyphX.txt,394
195087 - Rove.txt,338
134631 - Folio3 Software.txt,273
197646 - Steel Reef Infrastructure.txt,130
145583 - TechBlocks.txt,161
151914 - List Biological Laboratories.txt,255
183522 - Translational Drug Development.txt,264
110571 - AutoRek.txt,189
136016 - Centric Consulting.txt,91
110571 - AutoRek.txt,189
210709 - NDA Regulatory Service GmbH.txt,108
172292 - nGuard.txt,180
205166 - PayZen.txt,188
206217 - PXP Financial.txt,114
151437 - Caveon.txt,157
212020 - W P N Chameleon.txt,289
134865 - DocuPhase.txt,125
110947 - AutoForm Engineering.txt,20
191182 - Red Valve.txt,0
149221 - Amerisure Insurance.txt,350
136966 - SeaSpine.txt,326
191389 - Heitmeyer Consulting.txt,92
120616 - Login Consultants.txt,211
138743 - PGIM Fixed Income.txt,233
23600 - Good Sixty.txt,217
139065 - Three Five Two.txt,349
117773 - Rightly.txt,402
115171 - Securecell.txt,53
167982 - Magna-Power Electronics.txt,348
210974 - AMIS.txt,225
166737 - Teguar Computers.txt,120
116061 - Ackcent.txt,390
162247 - Acromove.txt,206
115171 - Securecell.txt,53
131208 - Sora.txt,334
132114 - TrialCard.txt,408
12516 - Iviso.txt,41
112892 - TenForce.txt,76
216618 - Ortivus.txt,-1
133757 - Tavour.txt,305
212258 - Aviointeriors.txt,314
141202 - Grio.txt,142
132305 - Boomerang.txt,81
182885 - Red Arch Solutions.txt,389
197646 - Steel Reef Infrastructure.txt,130
132305 - Boomerang.txt,81
176475 - The Kenjya-Trusant Group.txt,372
210974 - AMIS.txt,225
21903 - FarmaTrust.txt,339
111591 - EveryMatrix.txt,71
110773 - ULTRA.txt,461
22341 - MyPocketSkill.txt,207
167683 - Hook Agency.txt,154
153110 - The Key.txt,406
131158 - Fulfil.IO.txt,183
118798 - Yatta.txt,456
112542 - ITinSell.txt,457
155805 - seoplus+.txt,153
126234 - Bristan.txt,352
218252 - Nazaries IT.txt,387
107469 - Giftagram.txt,137
191182 - Red Valve.txt,0
116977 - Sorgente Natura.txt,308
145558 - Janeiro Digital.txt,33
224152 - Paranor AG.txt,65
154651 - Examine.txt,11
206217 - PXP Financial.txt,114
135094 - OHO Interactive.txt,143
190919 - Brady Services.txt,162
119885 - Tedial.txt,42
130645 - simplehuman.txt,245
173740 - LifeWorx.txt,197
117245 - Sacoor Brothers.txt,-1
151437 - Caveon.txt,157
132557 - Candela Medical.txt,376
152016 - American Auto Shield.txt,280
163905 - VERACITY CONSULTING.txt,325
130525 - MGM Studios.txt,482
117773 - Rightly.txt,402
176067 - Strategis.txt,147
168370 - AIKIT Digital.txt,340
217267 - cdmon.txt,385
176542 - Vienna Beef.txt,103
163905 - VERACITY CONSULTING.txt,325
136457 - Mariner.txt,25
137588 - Gradelink.txt,277
109825 - British Land.txt,422
165145 - BEA Sensors Americas.txt,34
207104 - UnternehmerTUM.txt,82
132526 - ETF.com.txt,398
192665 - Solera National Bank.txt,266
17318 - SmartPixels.txt,360
168149 - Bioinformatics Solutions Inc.txt,110
199396 - Seneca Holdings.txt,267
137292 - CMX (ComplianceMetrix).txt,194
149376 - Chromatic.txt,175
112914 - N&TS Group.txt,319
136519 - Veros.txt,140
106987 - CheckSammy.txt,163
151052 - Deccan International.txt,166
117899 - HolidayCheck Group.txt,57
102051 - ISVWorld.txt,158
117245 - Sacoor Brothers.txt,-1
120067 - Deutsche Gesellschaft fБr Cybersicherheit.txt,74
166560 - Avo Photonics.txt,167
132305 - Boomerang.txt,81
201102 - Fast Track.txt,98
138185 - Azazie.txt,222
215134 - Sinara.txt,276
135477 - Pure App.txt,304
20134 - Secret Double Octopus.txt,117
132970 - DeepIntent.txt,237
130826 - AES Corporation.txt,54
171145 - eVerge Group.txt,234
109376 - congatec.txt,109
136457 - Mariner.txt,25
113194 - SONAH GmbH.txt,45
136336 - TechnoMile.txt,287
153703 - Policy Reporter.txt,170
105144 - Edgewise Therapeutics.txt,172
141427 - Healthesystems.txt,483
"180949 - Virtual Tech Gurus, Inc..txt",164
118116 - Strategic Imperatives.txt,152
149376 - Chromatic.txt,175
145259 - The Sullivan Group.txt,329
172292 - nGuard.txt,180
117595 - Dive.txt,204
109855 - Microlise.txt,132
237327 - Bevilacqua Research Corporation.txt,185
116581 - GENTWO.txt,80
134451 - NaviStone.txt,309
23503 - TreasurySpring.txt,366
117747 - E-Drive Technology.txt,23
155805 - seoplus+.txt,153
133099 - Globalstar.txt,369
15074 - New Generation SR.txt,448
134478 - GCM Grosvenor.txt,116
110571 - AutoRek.txt,189
133099 - Globalstar.txt,369
112826 - Avantgarde.txt,388
111359 - Publitas.com.txt,367
23600 - Good Sixty.txt,217
135168 - CaseGlide.txt,284
158939 - IKUSI.txt,412
23518 - Calipsa.txt,105
172292 - nGuard.txt,180
23503 - TreasurySpring.txt,366
135865 - Create Music Group.txt,275
224152 - Paranor AG.txt,65
218129 - bmpi.txt,51
109376 - congatec.txt,109
224168 - ALIUSENERGY.txt,224
183522 - Translational Drug Development.txt,264
165199 - Jolera.txt,391
131731 - American Association for Cancer Research.txt,432
113608 - The Spectator.txt,425
134950 - Wheaton Van Lines.txt,404
210974 - AMIS.txt,225
115268 - Extronics.txt,78
194759 - Zel Technologies.txt,479
167998 - JobsMedia.txt,426
15074 - New Generation SR.txt,448
18397 - himydata.txt,466
198141 - North Star Systems.txt,22
249128 - Think Shift.txt,346
208502 - Kefron.txt,121
117090 - Actonomy.txt,126
229768 - Saskatchewan Research Council.txt,128
"153694 - Cornet Technology, Inc..txt",226
10292 - Smart City System.txt,86
16130 - Shotgun.txt,95
23503 - TreasurySpring.txt,366
168149 - Bioinformatics Solutions Inc.txt,110
136336 - TechnoMile.txt,287
218252 - Nazaries IT.txt,387
119214 - EBP.txt,463
137905 - Outlook Amusements.txt,150
154651 - Examine.txt,11
107056 - Locketgo.txt,283
218252 - Nazaries IT.txt,387
110947 - AutoForm Engineering.txt,20
135454 - RocketFuel.txt,90
172832 - LTVPlus.txt,300
17318 - SmartPixels.txt,360
130826 - AES Corporation.txt,54
173671 - Pierce Washington Consulting.txt,293
224273 - Tachodata.txt,18
198141 - North Star Systems.txt,22
129497 - Maropost.txt,39
135454 - RocketFuel.txt,90
119214 - EBP.txt,463
155805 - seoplus+.txt,153
23086 - inCust.txt,357
149269 - Docufree.txt,112
145462 - Connect Tech.txt,381
121794 - Campion Insurance.txt,15
107360 - Artscape.txt,4
206217 - PXP Financial.txt,114
154651 - Examine.txt,11
116581 - GENTWO.txt,80
153703 - Policy Reporter.txt,170
150499 - Addgene.txt,2
139725 - Innovecs.txt,470
151052 - Deccan International.txt,166
112864 - Geeks.txt,397
129844 - BizLibrary.txt,96
209075 - Sam McCauley Chemists.txt,216
114924 - Visit Group.txt,37
121794 - Campion Insurance.txt,15
115171 - Securecell.txt,53
201800 - Computer System Innovations.txt,230
192187 - Canadian Credit Union Association.txt,102
209075 - Sam McCauley Chemists.txt,216
141669 - Welbe.txt,196
209075 - Sam McCauley Chemists.txt,216
137395 - ClimateAI.txt,355
150427 - Avanti Markets.txt,195
23600 - Good Sixty.txt,217
153671 - Structure Studios.txt,31
21266 - Clym.txt,155
132166 - SmartAction.txt,122
132054 - DocMagic.txt,311
"141085 - Aqueduct Technologies, Inc..txt",431
219156 - Skylife Engineering.txt,411
19656 - Sensority.txt,58
150068 - Personnel Data Services Inc.txt,294
158609 - AVT Simulation.txt,474
191389 - Heitmeyer Consulting.txt,92
210297 - Trymax.txt,93
155678 - DeLorean.txt,47
218715 - Scienta.txt,10
108117 - Clearpath Robotics.txt,88
213184 - Your Golf Travel.txt,438
119846 - Sauermann Industrie S.A.txt,441
196193 - Rfid Canada.txt,430
132666 - HoMedics.txt,223
18638 - Inovytec.txt,56
249128 - Think Shift.txt,346
108644 - Crowdlinker.txt,84
167719 - Highlight Technologies.txt,303
129065 - BARK.txt,5
21903 - FarmaTrust.txt,339
172832 - LTVPlus.txt,300
211709 - Navi Partner Kobenhavn.txt,144
137395 - ClimateAI.txt,355
18638 - Inovytec.txt,56
119846 - Sauermann Industrie S.A.txt,441
135863 - Yasso.txt,27
136519 - Veros.txt,140
14516 - Amplitude Studios.txt,396
149094 - Powerex.txt,178
167683 - Hook Agency.txt,154
104640 - Aliro Technologies.txt,192
154716 - BioDot.txt,249
155945 - Carlton Group Limited.txt,353
167719 - Highlight Technologies.txt,303
186504 - Local Wisdom.txt,248
146802 - Savoya.txt,135
131757 - Apifiny.txt,115
117073 - Clinical Microbiomics.txt,265
142748 - IntelliChief.txt,124
10292 - Smart City System.txt,86
187930 - ESTI Consulting Services.txt,141
139065 - Three Five Two.txt,349
135332 - Applied Minds.txt,423
107056 - Locketgo.txt,283
142138 - IDMWorks.txt,179
116977 - Sorgente Natura.txt,308
112826 - Avantgarde.txt,388
139724 - The Maze Group.txt,342
139582 - Stream Companies.txt,149
126275 - Xantaro.txt,55
130456 - IdeaScale.txt,256
"153694 - Cornet Technology, Inc..txt",226
118034 - Artelys.txt,323
138396 - Canfield Scientific.txt,198
176475 - The Kenjya-Trusant Group.txt,372
115001 - White Label Loyalty.txt,219
216000 - VISUAL ENGINEERING.txt,247
115001 - White Label Loyalty.txt,219
156247 - Fortress Building Products.txt,241
190919 - Brady Services.txt,162
126275 - Xantaro.txt,55
223442 - ethcon.txt,87
193817 - RL Canning.txt,361
23503 - TreasurySpring.txt,366
141202 - Grio.txt,142
100715 - AREM.txt,465
113685 - AP Sensing.txt,35
216000 - VISUAL ENGINEERING.txt,247
108117 - Clearpath Robotics.txt,88
139775 - Veradigm.txt,240
20134 - Secret Double Octopus.txt,117
132714 - Lender Price.txt,306
194264 - GPL Technologies.txt,445
23465 - Smartr365.txt,335
"155920 - Smith, Bucklin & Associates.txt",61
157599 - VolunteerHub.txt,97
104944 - Tribal Credit.txt,171
141202 - Grio.txt,142
151052 - Deccan International.txt,166
12345 - contextflow.txt,83
200299 - Threat Tec.txt,401
123740 - eDoc solutions AG.txt,77
209075 - Sam McCauley Chemists.txt,216
167719 - Highlight Technologies.txt,303
183522 - Translational Drug Development.txt,264
210664 - OSSA.txt,184
210664 - OSSA.txt,184
136859 - Fingercheck.txt,301
129844 - BizLibrary.txt,96
20134 - Secret Double Octopus.txt,117
166560 - Avo Photonics.txt,167
"180949 - Virtual Tech Gurus, Inc..txt",164
132666 - HoMedics.txt,223
176067 - Strategis.txt,147
234563 - White Pants Agency.txt,174
141143 - Goliath Technologies.txt,292
197646 - Steel Reef Infrastructure.txt,130
139725 - Innovecs.txt,470
127141 - Scandio.txt,72
109855 - Microlise.txt,132
201102 - Fast Track.txt,98
117747 - E-Drive Technology.txt,23
204896 - SteelSeries.txt,439
120616 - Login Consultants.txt,211
149757 - The Spice House.txt,104
152433 - Boeing Intelligence & Analytics.txt,327
134664 - Clarity Software Solutions.txt,480
141427 - Healthesystems.txt,483
167982 - Magna-Power Electronics.txt,348
193647 - NexTalk.txt,359
114188 - PeopleCert.txt,246
104448 - Strider.txt,221
142748 - IntelliChief.txt,124
103698 - KAL.txt,368
146802 - Savoya.txt,135
128139 - CBrain.txt,12
131656 - Leap Gaming.txt,26
116061 - Ackcent.txt,390
151321 - Cenero.txt,424
207039 - ProspectSoft.txt,182
140275 - UEAT.io.txt,392
118034 - Artelys.txt,323
232290 - Quadrint.txt,469
143741 - geoLOGIC.txt,315
113678 - BUFF.txt,297
140275 - UEAT.io.txt,392
119885 - Tedial.txt,42
21266 - Clym.txt,155
216000 - VISUAL ENGINEERING.txt,247
142748 - IntelliChief.txt,124
154873 - Wheelhouse IT.txt,384
113678 - BUFF.txt,297
107056 - Locketgo.txt,283
130826 - AES Corporation.txt,54
153671 - Structure Studios.txt,31
104448 - Strider.txt,221
20134 - Secret Double Octopus.txt,117
136553 - Blue Orange Digital.txt,410
114924 - Visit Group.txt,37
105137 - Icosavax.txt,260
242969 - Rheaume Engineering.txt,200
113116 - Otodo.txt,416
152433 - Boeing Intelligence & Analytics.txt,327
"180949 - Virtual Tech Gurus, Inc..txt",164
20456 - Wizer.Me.txt,409
118034 - Artelys.txt,323
158609 - AVT Simulation.txt,474
151052 - Deccan International.txt,166
111591 - EveryMatrix.txt,71
136386 - Rand McNally.txt,133
118116 - Strategic Imperatives.txt,152
183522 - Translational Drug Development.txt,264
219156 - Skylife Engineering.txt,411
23086 - inCust.txt,357
201102 - Fast Track.txt,98
123745 - A-Tono.txt,318
115496 - Digpro.txt,32
197854 - VIPSoftware.txt,242
"155920 - Smith, Bucklin & Associates.txt",61
129844 - BizLibrary.txt,96
138781 - OvalEdge.txt,415
237327 - Bevilacqua Research Corporation.txt,185
107360 - Artscape.txt,4
132970 - DeepIntent.txt,237
110876 - Ascom Holding.txt,8
131208 - Sora.txt,334
14162 - Allo-Media.txt,446
134865 - DocuPhase.txt,125
141202 - Grio.txt,142
131442 - Profisee.txt,414
151321 - Cenero.txt,424
24326 - TickX.txt,169
251635 - Stanfield's.txt,14
16130 - Shotgun.txt,95
12345 - contextflow.txt,83
25333 - Everflow.txt,471
151052 - Deccan International.txt,166
"135240 - Darklight, Inc..txt",220
120114 - CreditForce.txt,131
112047 - Lemon Learning.txt,370
158609 - AVT Simulation.txt,474
149094 - Powerex.txt,178
15518 - LALALAB (ex Polagram).txt,291
140360 - Naologic.txt,274
206217 - PXP Financial.txt,114
130536 - Fastcase.txt,44
110947 - AutoForm Engineering.txt,20
132970 - DeepIntent.txt,237
137292 - CMX (ComplianceMetrix).txt,194
15074 - New Generation SR.txt,448
105144 - Edgewise Therapeutics.txt,172
219156 - Skylife Engineering.txt,411
161252 - Searchbloom.txt,151
197854 - VIPSoftware.txt,242
250518 - Global Testing.txt,160
157599 - VolunteerHub.txt,97
24686 - OutThink.txt,436
205166 - PayZen.txt,188
110947 - AutoForm Engineering.txt,20
20134 - Secret Double Octopus.txt,117
145259 - The Sullivan Group.txt,329
12131 - Polyteia.txt,49
190204 - Touch of Life Technologies.txt,119
116918 - Incomedia.txt,330
143991 - Credigy Solutions.txt,232
22826 - Acurable.txt,475
170846 - TESCRA.txt,351
128139 - CBrain.txt,12
112892 - TenForce.txt,76
137763 - mroads.txt,485
211538 - Postnova Analytics.txt,417
113678 - BUFF.txt,297
216651 - Winbiz.txt,444
131757 - Apifiny.txt,115
149302 - RxSafe LLC.txt,214
143774 - Quartet FS.txt,1
182885 - Red Arch Solutions.txt,389
176067 - Strategis.txt,147
190919 - Brady Services.txt,162
119846 - Sauermann Industrie S.A.txt,441
136336 - TechnoMile.txt,287
24585 - Apolitical.txt,478
132166 - SmartAction.txt,122
135863 - Yasso.txt,27
190767 - DLZP Group.txt,134
15074 - New Generation SR.txt,448
194264 - GPL Technologies.txt,445
152433 - Boeing Intelligence & Analytics.txt,327
225397 - wegewerk.txt,79
132166 - SmartAction.txt,122
123740 - eDoc solutions AG.txt,77
208736 - twentysix.txt,336
134994 - Stratix Corporation.txt,181
134865 - DocuPhase.txt,125
139582 - Stream Companies.txt,149
157599 - VolunteerHub.txt,97
137292 - CMX (ComplianceMetrix).txt,194
139790 - BCM One.txt,383
219537 - Alerant.txt,107
158245 - Cloud for Good.txt,299
209880 - Koninklijke De Kuyper.txt,173
132114 - TrialCard.txt,408
164229 - Canada Health Infoway.txt,363
25331 - Cognism.txt,263
115496 - Digpro.txt,32
176542 - Vienna Beef.txt,103
134865 - DocuPhase.txt,125
132557 - Candela Medical.txt,376
143774 - Quartet FS.txt,1
119885 - Tedial.txt,42
112542 - ITinSell.txt,457
154716 - BioDot.txt,249
164229 - Canada Health Infoway.txt,363
237327 - Bevilacqua Research Corporation.txt,185
209880 - Koninklijke De Kuyper.txt,173
137763 - mroads.txt,485
130726 - PersonalizationMall.com.txt,177
182885 - Red Arch Solutions.txt,389
193647 - NexTalk.txt,359
191389 - Heitmeyer Consulting.txt,92
18397 - himydata.txt,466
199396 - Seneca Holdings.txt,267
114924 - Visit Group.txt,37
18638 - Inovytec.txt,56
17221 - Brigad.txt,462
224168 - ALIUSENERGY.txt,224
114627 - Claromentis.txt,317
210974 - AMIS.txt,225
201800 - Computer System Innovations.txt,230
172292 - nGuard.txt,180
146210 - DATABASICS.txt,312
119214 - EBP.txt,463
196193 - Rfid Canada.txt,430
140360 - Naologic.txt,274
183522 - Translational Drug Development.txt,264
183170 - Omnimed.Com.txt,450
129844 - BizLibrary.txt,96
129844 - BizLibrary.txt,96
161252 - Searchbloom.txt,151
127409 - Continia Software.txt,270
150499 - Addgene.txt,2
117773 - Rightly.txt,402
114554 - Talis.txt,473
153588 - Pani Energy.txt,127
206217 - PXP Financial.txt,114
151914 - List Biological Laboratories.txt,255
136519 - Veros.txt,140
21903 - FarmaTrust.txt,339
144054 - Firmatek.txt,405
155678 - DeLorean.txt,47
126234 - Bristan.txt,352
145583 - TechBlocks.txt,161
155945 - Carlton Group Limited.txt,353
158939 - IKUSI.txt,412
"135240 - Darklight, Inc..txt",220
204896 - SteelSeries.txt,439
118034 - Artelys.txt,323
18638 - Inovytec.txt,56
139775 - Veradigm.txt,240
136140 - Feenics.txt,279
146952 - LiveGauge.txt,48
150499 - Addgene.txt,2
224152 - Paranor AG.txt,65
137763 - mroads.txt,485
14516 - Amplitude Studios.txt,396
129386 - TheVentureCity Growth Accelerator.txt,449
195087 - Rove.txt,338
118116 - Strategic Imperatives.txt,152
213337 - Oderland Webbhotell.txt,36
22232 - Orca Scan.txt,148
211467 - Seeders.txt,66
144054 - Firmatek.txt,405
190204 - Touch of Life Technologies.txt,119
151052 - Deccan International.txt,166
105328 - Schrodinger.txt,440
106227 - Union Realtime LLC.txt,282
131757 - Apifiny.txt,115
150068 - Personnel Data Services Inc.txt,294
161371 - Lightology.txt,100
21872 - Argent.txt,298
16310 - Sim&Cure.txt,420
167683 - Hook Agency.txt,154
149221 - Amerisure Insurance.txt,350
"155920 - Smith, Bucklin & Associates.txt",61
201800 - Computer System Innovations.txt,230
130826 - AES Corporation.txt,54
150499 - Addgene.txt,2
102051 - ISVWorld.txt,158
141266 - Free Range Games.txt,29
162506 - Planit.txt,347
113595 - Tripleplay.txt,447
242969 - Rheaume Engineering.txt,200
191389 - Heitmeyer Consulting.txt,92
129016 - AccuWeather.txt,380
182201 - Noise Digital.txt,337
136457 - Mariner.txt,25
105144 - Edgewise Therapeutics.txt,172
110010 - MetaCompliance.txt,3
153588 - Pani Energy.txt,127
185681 - Power System Engineering.txt,67
107469 - Giftagram.txt,137
135865 - Create Music Group.txt,275
24326 - TickX.txt,169
107107 - Hardbacon.txt,16
112826 - Avantgarde.txt,388
154873 - Wheelhouse IT.txt,384
136966 - SeaSpine.txt,326
132305 - Boomerang.txt,81
213852 - DCM.txt,118
104944 - Tribal Credit.txt,171
166737 - Teguar Computers.txt,120
218715 - Scienta.txt,10
120616 - Login Consultants.txt,211
115171 - Securecell.txt,53
153188 - Invoice Home.txt,358
135454 - RocketFuel.txt,90
107469 - Giftagram.txt,137
210811 - Katarina.txt,459
154651 - Examine.txt,11
134631 - Folio3 Software.txt,273
150499 - Addgene.txt,2
137905 - Outlook Amusements.txt,150
12345 - contextflow.txt,83
104448 - Strider.txt,221
224168 - ALIUSENERGY.txt,224
115001 - White Label Loyalty.txt,219
123745 - A-Tono.txt,318
110862 - zkipster.txt,229
161371 - Lightology.txt,100
115001 - White Label Loyalty.txt,219
177880 - Marstudio.txt,138
113899 - Ubiwhere.txt,288
218252 - Nazaries IT.txt,387
112805 - Exception.txt,253
114924 - Visit Group.txt,37
149302 - RxSafe LLC.txt,214
237327 - Bevilacqua Research Corporation.txt,185
192665 - Solera National Bank.txt,266
143197 - Callahan & Associates.txt,101
142883 - CaptureRx.txt,19
115268 - Extronics.txt,78
218715 - Scienta.txt,10
210974 - AMIS.txt,225
201800 - Computer System Innovations.txt,230
145285 - Airstream.txt,356
155805 - seoplus+.txt,153
139725 - Innovecs.txt,470
211467 - Seeders.txt,66
131771 - Enzoic.txt,75
139286 - Montrium.txt,258
145259 - The Sullivan Group.txt,329
121794 - Campion Insurance.txt,15
132970 - DeepIntent.txt,237
106227 - Union Realtime LLC.txt,282
156247 - Fortress Building Products.txt,241
134259 - Pushnami.txt,328
126234 - Bristan.txt,352
141202 - Grio.txt,142
244345 - IO Datasphere.txt,486
134865 - DocuPhase.txt,125
190767 - DLZP Group.txt,134
210297 - Trymax.txt,93
17318 - SmartPixels.txt,360
113595 - Tripleplay.txt,447
212258 - Aviointeriors.txt,314
114996 - Preventx.txt,157
111340 - Centra.txt,442
120067 - Deutsche Gesellschaft fБr Cybersicherheit.txt,74
121177 - Wickham Laboratories.txt,159
232290 - Quadrint.txt,469
121177 - Wickham Laboratories.txt,159
131656 - Leap Gaming.txt,26
10292 - Smart City System.txt,86
137395 - ClimateAI.txt,355
116977 - Sorgente Natura.txt,308
236393 - ATNI.txt,187
191389 - Heitmeyer Consulting.txt,92
139286 - Montrium.txt,258
225397 - wegewerk.txt,79
11655 - Next Kraftwerke GmbH.txt,40
107107 - Hardbacon.txt,16
139564 - dpi.txt,377
121794 - Campion Insurance.txt,15
207039 - ProspectSoft.txt,182
129065 - BARK.txt,5
140360 - Naologic.txt,274
"135240 - Darklight, Inc..txt",220
171145 - eVerge Group.txt,234
160722 - MaxLite.txt,250
107056 - Locketgo.txt,283
118352 - Navus.txt,227
204840 - Harvey Norman.txt,364
237802 - Volant Products.txt,21
193647 - NexTalk.txt,359
201102 - Fast Track.txt,98
160722 - MaxLite.txt,250
141371 - Wanderly.txt,210
116061 - Ackcent.txt,390
134259 - Pushnami.txt,328
236393 - ATNI.txt,187
168201 - Grindstone.txt,111
168370 - AIKIT Digital.txt,340
123740 - eDoc solutions AG.txt,77
167998 - JobsMedia.txt,426
136703 - Avid Biosciences.txt,254
130826 - AES Corporation.txt,54
204896 - SteelSeries.txt,439
132666 - HoMedics.txt,223
212258 - Aviointeriors.txt,314
183170 - Omnimed.Com.txt,450
149757 - The Spice House.txt,104
196458 - Lincoln Electric System.txt,68
229768 - Saskatchewan Research Council.txt,128
132166 - SmartAction.txt,122
